id,code,sheet,cx,cy,width,height
594,016f,2,2800,200,33,35
595,016f,2,3000,200,32,34
596,016f,2,3200,200,39,40
597,016f,2,3400,200,40,41
598,016f,2,3600,200,39,41
599,016f,2,3800,200,40,45
600,016f,2,4000,200,37,39
601,016f,2,200,400,39,45
602,0170,2,400,400,42,60
603,0170,2,600,400,41,63
604,0170,2,800,400,34,50
605,0170,2,1000,400,33,49
606,0170,2,1200,400,34,51
607,0170,2,1400,400,41,61
608,0170,2,1600,400,34,49
609,0170,2,1800,400,34,52
610,0170,2,2000,400,41,58
611,0170,2,2200,400,41,62
612,0170,2,2400,400,35,50
613,0170,2,2600,400,41,60
614,0170,2,2800,400,41,61
615,0170,2,3000,400,42,60
616,0170,2,3200,400,35,49
617,0170,2,3400,400,34,50
618,0170,2,3600,400,42,62
619,0170,2,3800,400,41,58
620,0170,2,4000,400,41,59
621,0170,2,200,600,41,59
622,0170,2,400,600,41,57
623,0170,2,600,600,40,58
624,0170,2,800,600,35,51
625,0170,2,1000,600,41,64
626,0170,2,1200,600,38,56
627,0170,2,1400,600,40,63
628,0170,2,1600,600,41,59
629,0170,2,1800,600,41,59
630,0170,2,2000,600,34,51
631,0170,2,2200,600,34,49
632,0170,2,2400,600,42,61
633,0170,2,2600,600,34,49
634,0170,2,2800,600,41,64
635,0171,2,3000,600,42,60
636,0171,2,3200,600,41,59
637,0171,2,3400,600,35,50
638,0171,2,3600,600,41,60
639,0171,2,3800,600,42,60
640,0171,2,4000,600,41,60
641,0171,2,200,800,42,63
642,0171,2,400,800,41,62
643,0171,2,600,800,34,50
644,0171,2,800,800,41,59
645,0172,2,1000,800,29,42
646,0172,2,1200,800,29,41
647,0172,2,1400,800,24,34
648,0172,2,1600,800,29,41
649,0172,2,1800,800,29,44
650,0172,2,2000,800,28,37
651,0172,2,2200,800,24,33
652,0172,2,2400,800,30,44
653,0172,2,2600,800,29,40
654,0172,2,2800,800,29,44
655,0172,2,3000,800,24,35
656,0172,2,3200,800,24,33
657,0172,2,3400,800,24,34
658,0172,2,3600,800,26,37
659,0172,2,3800,800,24,34
660,0172,2,4000,800,29,41
661,0172,2,200,1000,25,35
662,0172,2,400,1000,29,42
663,0172,2,600,1000,24,34
664,0173,2,800,1000,26,42
665,0173,2,1000,1000,22,33
666,0173,2,1200,1000,22,34
667,0173,2,1400,1000,26,41
668,0173,2,1600,1000,22,35
669,0173,2,1800,1000,23,35
670,0173,2,2000,1000,22,34
671,0173,2,2200,1000,26,45
672,0173,2,2400,1000,22,35
673,0173,2,2600,1000,26,42
674,0173,2,2800,1000,26,45
675,0173,2,3000,1000,26,41
676,0173,2,3200,1000,27,46
677,0173,2,3400,1000,22,34
678,0173,2,3600,1000,25,38
679,0173,2,3800,1000,22,35
680,0173,2,4000,1000,27,41
681,0173,2,200,1200,27,41
682,0173,2,400,1200,23,33
683,0173,2,600,1200,26,40
684,0173,2,800,1200,26,41
685,0173,2,1000,1200,27,41
686,0173,2,1200,1200,26,38
687,0173,2,1400,1200,28,39
688,0173,2,1600,1200,27,45
689,0173,2,1800,1200,26,40
690,0173,2,2000,1200,23,35
691,0173,2,2200,1200,22,36
692,0173,2,2400,1200,27,42
693,0174,2,2600,1200,18,43
694,0174,2,2800,1200,22,50
695,0174,2,3000,1200,18,42
696,0174,2,3200,1200,19,42
697,0174,2,3400,1200,23,54
698,0174,2,3600,1200,24,53
699,0174,2,3800,1200,19,43
700,0174,2,4000,1200,22,52
701,0174,2,200,1400,23,52
702,0174,2,400,1400,21,47
703,0174,2,600,1400,23,54
704,0174,2,800,1400,23,50
705,0174,2,1000,1400,19,42
706,0174,2,1200,1400,19,43
707,0174,2,1400,1400,23,48
708,0174,2,1600,1400,23,55
709,0174,2,1800,1400,22,51
710,0174,2,2000,1400,24,51
711,0174,2,2200,1400,23,52
712,0174,2,2400,1400,19,44
713,0174,2,2600,1400,19,43
714,0175,2,2800,1400,41,40
715,0175,2,3000,1400,41,42
716,0175,2,3200,1400,41,41
717,0175,2,3400,1400,41,42
718,0175,2,3600,1400,41,41
719,0175,2,3800,1400,34,35
720,0175,2,4000,1400,41,41
721,0175,2,200,1600,41,41
722,0175,2,400,1600,34,33
723,0175,2,600,1600,35,34
724,0175,2,800,1600,42,41
725,0175,2,1000,1600,39,40
726,0175,2,1200,1600,34,32
727,0175,2,1400,1600,41,41
728,0175,2,1600,1600,41,40
729,0175,2,1800,1600,42,40
730,0175,2,2000,1600,42,42
731,0175,2,2200,1600,42,42
732,0175,2,2400,1600,41,41
733,0175,2,2600,1600,41,40
734,0175,2,2800,1600,41,40
735,0175,2,3000,1600,41,41
736,0175,2,3200,1600,34,34
737,0175,2,3400,1600,34,32
738,0175,2,3600,1600,37,37
739,0175,2,3800,1600,41,40
740,0175,2,4000,1600,41,41
741,0175,2,200,1800,36,34
742,0175,2,400,1800,41,41
743,0175,2,600,1800,35,35
744,0175,2,800,1800,41,40
745,0175,2,1000,1800,41,40
746,0175,2,1200,1800,35,34
747,0175,2,1400,1800,42,37
748,0175,2,1600,1800,41,40
749,0175,2,1800,1800,42,41
750,0175,2,2000,1800,34,34
751,0175,2,2200,1800,41,40
752,0175,2,2400,1800,41,41
753,0175,2,2600,1800,41,41
754,0175,2,2800,1800,41,38
755,0175,2,3000,1800,41,41
756,0175,2,3200,1800,41,41
757,0175,2,3400,1800,34,34
758,0175,2,3600,1800,41,40
759,0176,2,3800,1800,37,37
760,0176,2,4000,1800,33,33
761,0176,2,200,2000,41,40
762,0176,2,400,2000,33,33
763,0176,2,600,2000,40,41
764,0176,2,800,2000,40,41
765,0176,2,1000,2000,33,34
766,0176,2,1200,2000,41,39
767,0176,2,1400,2000,40,41
768,0176,2,1600,2000,40,44
769,0176,2,1800,2000,40,41
770,0176,2,2000,2000,34,35
771,0177,2,2200,2000,49,35
772,0177,2,2400,2000,57,39
773,0177,2,2600,2000,50,34
774,0177,2,2800,2000,60,43
775,0177,2,3000,2000,55,38
776,0177,2,3200,2000,59,41
777,0177,2,3400,2000,60,40
778,0177,2,3600,2000,60,38
779,0177,2,3800,2000,60,41
780,0177,2,4000,2000,60,41
781,0177,2,200,2200,60,41
782,0178,2,400,2200,40,40
783,0178,2,600,2200,34,33
784,0178,2,800,2200,40,39
785,0178,2,1000,2200,41,40
786,0178,2,1200,2200,39,40
787,0178,2,1400,2200,41,40
788,0178,2,1600,2200,34,34
789,0178,2,1800,2200,40,40
790,0178,2,2000,2200,40,42
791,0178,2,2200,2200,40,42
792,0178,2,2400,2200,40,39
793,0179,2,2600,2200,41,59
794,0179,2,2800,2200,34,48
795,0179,2,3000,2200,37,55
796,0179,2,3200,2200,41,60
797,0179,2,3400,2200,41,58
798,0179,2,3600,2200,40,60
799,0179,2,3800,2200,39,56
800,0179,2,4000,2200,40,59
801,0179,2,200,2400,33,49
802,0179,2,400,2400,33,51
803,0179,2,600,2400,41,65
804,0179,2,800,2400,41,59
805,017a,2,1000,2400,33,38
806,017a,2,1200,2400,34,41
807,01e9,2,1400,2400,36,61
808,01e9,2,1600,2400,36,62
809,01e9,2,1800,2400,36,62
810,01e9,2,2000,2400,31,52
811,01e9,2,2200,2400,30,51
812,01e9,2,2400,2400,36,61
813,142c,2,2600,2400,13,28
814,1ca5,2,2800,2400,23,23
815,1ca5,2,3000,2400,23,22
816,0130,2,3200,2400,41,62
817,0130,2,3400,2400,35,51
818,0130,2,3600,2400,40,61
819,0130,2,3800,2400,27,39
820,0130,2,4000,2400,41,63
821,0130,2,200,2600,34,51
822,0130,2,400,2600,40,61
823,0131,2,600,2600,25,61
824,0131,2,800,2600,25,58
825,0131,2,1000,2600,14,38
826,0131,2,1200,2600,25,60
827,0131,2,1400,2600,20,50
828,0131,2,1600,2600,24,59
829,0131,2,1800,2600,20,50
830,0131,2,2000,2600,25,61
831,0131,2,2200,2600,26,61
832,0131,2,2400,2600,24,59
833,0131,2,2600,2600,26,60
834,0131,2,2800,2600,14,43
835,0131,2,3000,2600,25,61
836,0131,2,3200,2600,25,60
837,0131,2,3400,2600,25,59
838,0131,2,3600,2600,25,59
839,0131,2,3800,2600,24,60
840,0131,2,4000,2600,26,62
841,0131,2,200,2800,24,60
